MONTH,YEAR,ANDAMAN & NICOBAR ISLANDS,ARUNACHAL PRADESH,ASSAM & MEGHALAYA,BIHAR,CHHATTISGARH,COASTAL ANDHRA PRADESH,COASTAL KARNATAKA,EAST MADHYA PRADESH,EAST RAJASTHAN,EAST UTTAR PRADESH,GANGETIC WEST BENGAL,GUJARAT REGION,HARYANA DELHI & CHANDIGARH,HIMACHAL PRADESH,JAMMU & KASHMIR,JHARKHAND,KERALA,KONKAN & GOA,LAKSHADWEEP,MADHYA MAHARASHTRA,MATATHWADA,NAGA MANI MIZO TRIPURA,NORTH INTERIOR KARNATAKA,ORISSA,PUNJAB,RAYALSEEMA,SAURASHTRA & KUTCH,SOUTH INTERIOR KARNATAKA,SUB HIMALAYAN WEST BENGAL & SIKKIM,TAMIL NADU,TELANGANA,UTTARAKHAND,VIDARBHA,WEST MADHYA PRADESH,WEST RAJASTHAN,WEST UTTAR PRADESH
AUG,1996,328,372.1,421.8,350.9,429.4,225.2,617.9,369.5,256,337.9,472,228.5,249.2,348.3,441.5,384.3,327.4,594.6,197.3,184.1,246.4,363.5,165.2,319.4,194.1,183.8,23.9,187.4,545.1,112.4,295.9,441.1,261.1,366.3,64.2,350.4
SEP,1996,541.6,191.2,224.4,162.5,156.8,160.5,289.3,129,103.4,147.1,143.5,151.3,116.3,138.5,52.3,133.6,342.7,308.4,230.4,161.4,229.8,341.3,199.5,113.2,72.4,210.1,11.8,188.3,337.9,141.2,160.2,185.6,149.8,154.7,16.9,170.7
OCT,1996,318.5,212.5,267.2,66.2,25,240,259.5,47.3,13.2,79.8,155.9,23.3,19.9,38.3,96.4,23.9,294.1,245.9,109,171.3,118.9,179.7,154.2,49.9,18.8,279.2,39,132.9,107.3,149.7,72.4,31.4,92.2,57.3,3.7,36.2
NOV,1996,254.2,9.1,3.5,0,0.8,68.9,27.5,0,0.3,0,4.1,0.1,0,0.6,25.8,0.1,89.9,1.2,60.5,4.8,4.4,18.8,7.5,8.4,0,44.3,0,10.9,0.4,106,13.2,0.5,1.9,1.1,0,0
DEC,1996,178.8,1.4,0.2,0,0.2,11.4,37.8,0,0,0,0,0,0.3,6.4,18.8,0,62.5,0.9,131.6,0.4,0.4,8.7,2.6,0.9,0.7,144.6,0,27.5,0,237.6,7.8,0,0,0,0,0
JAN,1997,9.5,26.2,18.2,10.5,6.3,15.1,0.7,4,0.8,6,18.7,0.7,6.6,50.9,68.4,9.5,2.1,2.6,2.2,3.3,7.7,11.3,4.3,17.9,14.5,16.5,0.8,4.9,18.9,7.7,22.6,42.1,16.3,3,1.1,3.8
FEB,1997,0,68.5,40.7,1.1,0.1,5.6,0,0,0.2,0.4,23.6,0,2.2,58.5,55.6,3.7,1.5,0,0.1,0,1.1,23.7,0,5.3,5.4,1.4,0,0.1,31.3,0.2,0.9,14.9,0,0,0.2,0.7
MAR,1997,0.2,158.5,91.8,2.9,2.2,19.7,14.9,0.6,1.7,0.6,44.2,0.2,14.6,60.4,164.1,1.5,36.1,0.8,4.9,2.4,8.3,134.4,14.8,31.9,8.9,16.9,0.6,26.2,76.4,2.3,20.2,31.2,2.5,0.7,5.5,2.4
APR,1997,15.6,94.7,131.9,29.3,45.7,62.6,21.5,7.4,10.2,13.3,101.8,3.3,35.3,97.4,144.5,29.4,60.6,1.8,33.8,15.3,14.3,112,22.6,77.8,35.8,33.6,0.3,26,119.5,42,43.4,90.5,18.4,4,10.6,19.2
MAY,1997,281.1,212.6,241.8,42.2,7.2,25.2,23.1,3.3,14.2,15.8,98.2,3.6,38,66.1,89.1,25.2,133.6,0.2,62.3,6.5,8,255,17.5,33,30.4,36.2,3,45.3,166.9,49.2,21.3,56.1,8.4,1.7,20.3,22.8
JUN,1997,199.5,548,569.9,211,153.8,63.1,818.6,95.1,52.1,69.5,219.6,355.3,60.2,92.3,81.2,230.4,544.2,757.9,307,180.2,75.8,334,213,197.6,55.3,73.7,189.8,178.9,613.3,50.4,85.5,129.8,108,89.7,65.9,79.9
JUL,1997,918.5,395.2,511.2,463.9,384.6,156,1494.1,449.1,143.2,291.3,437.3,241.9,133.6,198.7,126.6,400.5,970.5,1072.6,459.6,239.9,131,598.5,272.8,303.4,144.1,40.8,137.4,251.7,488.1,63.5,156.7,290,248.4,345.9,56.4,235.7
AUG,1997,430.6,237,315.5,287.6,414.7,128.1,1146,358.9,196.6,41.5,387.3,358,226.8,476.1,270.2,431.6,536,847.6,216.8,295.5,121.1,273.9,290.1,479.9,261.5,80.7,95.7,246.8,479,56.4,154.5,73.3,265.8,334.8,103.9,34.6
SEP,1997,440.2,403.5,366.8,185.8,167.5,315.5,117.1,198,78.7,32.1,244,96.1,36.9,113.8,75.4,199.6,292.2,215.2,144,91.7,163.4,361.6,76.9,234.6,24.3,207.4,170.7,108.4,443.9,116,169.1,36.4,145.7,97.2,20.6,24
OCT,1997,128.7,58.5,36.4,27.8,30.2,83.6,148.5,61.6,45.8,8.1,27.8,8.1,53.7,44.4,77.3,54.3,288.9,21.8,213.5,57.7,106.8,48.6,85.3,37,39,103.8,1.9,134.4,41.3,169.5,87.9,9.9,77.4,36.1,51.5,7.5
NOV,1997,292.8,45.9,12.6,11,51.4,51.7,109.8,76.4,11.8,4.1,30.5,0.9,13.4,87.4,84.3,39,298.4,47.1,200.8,68.8,98.6,17.8,64.6,27.4,28.8,145.3,0,123.8,16.3,258.1,46.9,10.8,69.9,51.4,3.6,3.2
DEC,1997,38.4,26.3,35.4,30.6,53.5,45.7,59.2,102.6,18.5,10.8,24.9,0.9,47.3,108.5,59.2,36.6,88.4,59.6,119.7,39.6,54.3,41.3,33.8,58.8,42.1,78.8,0,33.6,56.5,135.2,46.9,18.5,78.5,93.9,5.6,11.4
JAN,1998,0.9,26.7,11.8,8.4,64.9,12.6,0,29.7,0,9.5,52.9,0,0.4,13.5,75,76.3,6,0,52,0.2,0.1,28.1,0,31.5,2.8,0.2,0,0,13.6,6.9,5.2,9.6,12.8,2.5,0,3.3
FEB,1998,0,78.8,31.5,11.2,11.2,35.7,0,5.7,1.8,8.6,31,0.1,24.6,133.8,297.2,20.6,2.1,0,0,0,0.3,31.6,0,28.3,55.8,3.1,0,0,37,5.7,22.2,68.4,14.7,0.6,8.7,8.1
MAR,1998,0,193.6,136.8,23.6,27.3,24.7,1.4,24.1,3.7,14.2,128.8,0,25.4,139.4,185.4,54.1,8.1,0,1.8,0.6,3.4,136.4,0.4,52.4,25.5,4.3,0,3.5,125.1,4.1,15.2,106.2,16.2,8.9,4.5,23.5
APR,1998,0,125,185.7,26.6,11.9,38.9,6.6,5.2,3.4,6.6,53,0,9.1,71.5,192.8,33.8,61.1,0,40.3,2.5,1.7,164.6,6.1,43.4,19.1,32.7,0,31.6,154.1,23.6,15.5,73,8.3,1.9,5.6,9
MAY,1998,348.9,275,250.6,38.2,16.4,33.6,72,2.9,2.2,20.1,87.1,0,6.1,41.3,75.1,45.5,151.6,9.7,68.2,18.4,8.7,352.2,32.7,53.4,2.7,29,0,47,254.2,55.8,27.9,78.5,10.6,0.6,0.9,10.4
JUN,1998,600,839.8,581.2,96.6,156.2,136.2,966.4,84.4,46.4,55.4,154.3,111.5,68.4,152.3,59.3,109.9,732.5,671.3,382,147.1,189.8,297.6,107.8,176.4,42.4,52.8,109.1,155.6,653,43,149.4,163.3,127.5,92.9,51.1,71.4
JUL,1998,364.5,823.8,604.4,465.1,356,214.1,1092,297.2,145.9,218.3,295.2,312.2,154.8,210.7,161,302.4,641.4,909.1,388.8,264.1,255.1,480.6,140.4,277.6,160.6,126.5,149.6,278.4,854.6,101.9,264,242.9,274,279,55,273.4
AUG,1998,258.9,807,549.5,377.4,259.6,252.2,633.9,323.3,118.1,247,265.7,196.1,161.6,239.8,131.1,263.2,371.8,758.3,196.7,226.4,249.9,367.3,155.4,203.5,90.1,164.7,94.4,205.5,860.4,152.9,290.5,260,234.2,208.4,32.5,343.7
SEP,1998,337.8,236.8,212.3,188,288.3,255.5,572.8,187.1,114.8,63.8,296.3,346.9,150.9,251.5,97.9,288.6,517.6,561.8,274.7,257.2,235.8,222.3,223.1,277.3,139.5,202,62.1,175.8,478.9,121.8,209.3,120,247.4,286.6,63,84.2
OCT,1998,618.6,187.2,190,83,93.1,178.6,271,20.4,36.7,14.5,191.4,98.8,78.2,119.4,49.2,132.3,444.8,280,184.8,162.5,150.3,97.9,172.7,139.6,49.9,146.6,150,148.9,209.1,124.7,79.4,75.5,53.9,39.1,58.2,39.6
NOV,1998,227.8,20.5,48.9,14.5,47.8,128.6,80.6,33.4,2.7,3,77.1,4.4,5.8,5.9,1.8,26.3,135,44.3,144.1,22.1,31.6,46.5,13.9,73.8,0,141.3,1.6,55,13.1,242,14.5,1.2,62.2,6.4,0.1,0.7
DEC,1998,89,2.5,0.4,0,0,0,11.3,0,0,0,0,0,0,2.4,0,0.7,79.4,0.1,253.5,0,0,0.3,0.1,0,0.2,44.7,0,11.7,2.1,197.4,0,0,0,0,0,0
JAN,1999,46.8,7.9,2.4,0.1,0,0.1,0,1.5,1.6,8.7,0.1,0,31.7,109.2,183.5,0.6,1.8,0,47.8,0,0,2.2,0,0.1,43.4,0.8,1.3,0.1,8.7,8.3,0,33,0.2,0.9,6.4,19.3
FEB,1999,44.6,6.1,0.5,0.2,3.1,2.7,0.4,21.2,4.9,6.8,0.7,2,0.7,54.3,56,0.1,23.8,0,2.5,6.7,6,0,3.4,0.7,5.6,5.1,10.5,4.6,6.2,24.1,9.3,11.4,20.9,31,3.1,1.1
MAR,1999,14.2,40.4,38.7,0.4,0.1,0.2,0.4,0,0.1,0,1.6,0,1.4,33.4,91.6,0.1,21.4,0,18.3,0,0.1,33.5,0.6,0.9,4.3,0.5,0,1.5,17.9,3.9,4.6,1.4,0.2,0,0.2,0
APR,1999,270.6,159.6,150.6,3.8,0,11,7.1,0,0.1,0.2,10.5,0,0,7.1,24.3,1.5,111.6,0,20.6,0.1,0,26.3,3.9,3.2,0,11.1,0,42.2,156,56.9,1.7,1.2,0,0,0,0
MAY,1999,257.4,343.2,466.8,83.6,31.5,74.3,335.5,4.8,6.3,23.6,217.9,7.4,20.1,98.3,47.6,95.4,453.2,67.1,416.7,39.2,17.9,397.5,89,164.8,22.6,68.8,131.9,131.2,335.4,74.5,74.8,50.5,33.3,4.5,39.3,8.3
JUN,1999,295,450,429,265.1,222.5,126.4,854.1,122.5,53.4,112.6,268.8,158,42.2,104.7,51.9,240.2,607.3,978.7,279.6,225.3,141.5,358.4,93.2,222.9,35.6,57.6,60.6,129.5,550.5,46.4,141.6,158.9,228.8,127,23.8,66.3
JUL,1999,408.5,376.9,596.7,380.8,310,154.2,1525.9,336.3,190.5,254.2,405.2,219.4,109.8,304.1,133.8,416,700.4,1105.1,459.4,262.5,133.3,422.7,130.5,270.2,139.6,50.6,42.3,289.6,831.7,55.3,205.2,389,234,284,55.9,215.1
AUG,1999,329.2,438.1,487.5,347.5,408.7,136.6,518.4,355.9,70.9,261.5,375.4,55.1,78.7,284.6,145,373.1,266.3,283.7,133.8,85.4,133.4,391.3,89.5,325.9,82,97.4,17.4,138.8,751.6,74.8,190.9,285.5,294.1,188,61.5,180.5
SEP,1999,325.3,254,196.9,199.6,253.7,137.5,186.5,522.7,65.1,211.1,467.8,57.2,54.7,111.4,84.8,315.8,88,297.1,73.4,169,215.4,338.5,97.5,266.4,30.7,63.3,23.9,108,404.1,73.1,177.6,217.9,248,330.8,6.5,261.6
OCT,1999,437.5,207.9,208.6,114.1,91.2,153.9,338.2,79,15.5,71,195.3,69.5,4.8,6.4,3.5,140.6,567.9,179.7,305,177.6,119.9,227.7,152.9,215.4,0.5,100.2,92.9,271.9,246,268.9,55.7,32,105.5,86.2,7.6,33.4
NOV,1999,124.9,28.3,14.1,6.9,1.3,28.3,12.8,0,0,1,13.7,0,0,28.9,68.4,3.3,68.1,0.7,51.2,0,0,16.5,0.3,13.9,0.1,69.8,0,28.8,10.7,182.8,2.2,0.1,0,0.3,0,0.1
DEC,1999,145.7,4.3,2.3,0.6,0.6,0,0.5,0,0.1,2,0,0,0.4,2.5,0.2,0.2,4.9,0,49,0,0,18.3,0,0,0.2,12,0,3.5,4.5,53.6,0,4.7,0,0,0,0.7
JAN,2000,53,54.1,20.5,0.5,2.6,0.1,14.9,0.1,0.3,2.6,9.5,0,17.1,118.2,159.5,3.6,11.7,1.2,83.3,0.4,0.4,22.5,0.4,0.9,25.4,0,0,1.4,10.7,30.3,0.6,29.9,0.1,0.1,0.5,8.8
FEB,2000,59,47.1,13.7,12.1,0,42.4,0.5,0,0.6,5.3,57.9,0.1,29.1,119,106.6,21.2,57.8,0,18.9,1.1,3.8,26.1,2.6,33.3,26.6,34.3,0,15.5,36.2,74.5,16.8,69.4,16.4,NA,0.5,22.9
MAR,2000,171.3,139.9,65.9,3.6,0.6,0.7,0.9,0.1,0.4,2.9,3.8,0,1.4,68.1,90.4,6.3,21.5,0,3.4,0.2,0.5,129.1,0.1,1.1,6.9,0.2,0,0.3,55.1,9.4,1,37.9,0.1,0.1,0.3,1.7
APR,2000,218.1,293.8,238.5,37.2,1.5,19.1,25.8,0.1,2.3,10.5,54,0,1.3,25.6,30.4,19.6,96.3,0.9,47.9,1.7,0.4,214.2,8.4,21.3,1.3,22.1,0,46.3,185.1,41.6,16.3,18.1,0.1,0.1,3.1,2.1
MAY,2000,422.8,267.2,375.1,96.2,9.3,68.4,216.4,7.4,21,38.6,215,36.1,22.8,79.9,51.1,67.7,124.5,190.3,204.6,18.5,16.3,403.6,49,74.7,15.3,73.8,2.9,59.3,326.5,54.7,48.8,83.3,28.8,30.1,4.3,23.6
JUN,2000,357,459.8,540.2,267.2,180.7,200.5,966.8,167.5,20.2,199.1,205.6,62.9,58.9,198,95.5,185.3,633.8,739.4,225.4,173,188.3,325.4,107.5,233.7,50.1,92.7,5.4,167.5,649.6,52.2,253.2,313.9,235.9,93.4,8.2,143
JUL,2000,176.3,395.4,313.3,264.3,322.4,154.1,915.6,377.7,270.6,240.9,341.5,301.1,146.8,265.1,193.7,358.4,343.2,1200.4,95.5,198.7,157.3,269.2,127.1,272.3,164.8,94.7,224.7,200.5,574.3,45.8,220.9,420.1,472.1,320.5,171.6,251.2
AUG,2000,460.8,387.4,513.2,201.4,215.6,311.5,741.7,208.2,95.5,204.7,178.4,133,87.9,126.7,123.6,152.8,566.5,789.5,319.9,159.6,239.5,465,164.6,273.6,70,241.5,46.2,300.6,498.1,136.1,420.5,536.1,286.2,136.2,39.6,238.9
SEP,2000,250.1,407.4,299.9,314.8,169.1,102.9,279.2,111.4,28.7,222.7,428.4,13.5,17.5,50.1,73.2,356.9,195.8,111.9,164.5,87,44.8,298.3,134.4,158,42,102.9,4.5,183.5,465.8,169.8,70.7,195.3,54,31.6,5.7,79.1
OCT,2000,321.2,81.3,83.9,9.6,4.3,69.6,174.7,1.8,0.4,1.3,76.2,0.2,0,0,1.4,19.1,214.2,91.8,141.4,56.5,30.8,185.2,115.1,26.6,0,134.7,2.2,206.2,82.9,120.3,20.2,1.1,11,1.2,1.1,0
NOV,2000,158.3,53.9,22.2,0,0.2,10.6,12.5,0,0,18.1,1.6,0,0.4,10.5,21,0.4,78.1,1.6,56.3,2.7,0.7,24.2,2.8,1.6,0.7,37.7,0,14.1,22.6,148.6,6.4,7,0,0,0.5,0
DEC,2000,115.2,9.6,0.4,0.1,0.1,12.4,2.4,0,0.1,0.2,0.1,3.6,1.2,6.9,38.2,0.2,69.1,6.2,11,2.1,1.7,1.1,0.5,0.1,2.2,36.7,0.1,12.1,1.2,88.9,2.5,0.7,0.5,0.2,0,0
JAN,2001,89,53.1,5.5,1,0.8,4.6,0.6,2.3,0.9,1.1,0.3,6.1,17.8,30.5,17.4,1.9,16.5,5.6,4.4,4.4,4.8,1.5,2.1,0.4,8,7.7,0,0.5,4,21.8,8.5,22.7,8.9,2.1,0.5,2.5
FEB,2001,15.7,66.6,39.7,0.5,0.3,3.8,0.4,0.8,0.1,1.4,1.9,0,5.2,35.7,54.3,4,28.3,0,20.4,0,0.5,46.9,0,1.4,2.1,0,0,1.1,20.5,10.9,0,27.9,0.1,0,1.1,2.3
MAR,2001,143.3,134.9,30.9,3,14.6,20,0.4,2.4,0.3,1.3,32.8,0,7.2,105.8,81.7,30,7,0,0,0.3,0.5,38.8,0.1,32.3,6.2,6.5,0,1.7,50.2,13,21.5,83.4,15.2,1.1,0.1,2.6
APR,2001,30.1,229.9,198.6,12.6,17.6,54.1,71.4,23,6.4,4.2,49.4,0.2,19.8,66.9,92.8,14,238,2.8,104.6,4.7,9.9,83.6,22.1,28.7,24.5,68.2,0.2,90.6,134.8,93.8,37.3,48.2,18.3,6,9.5,12
MAY,2001,705.3,195.6,266.4,98.4,16.6,50.8,156.9,12.4,22.9,26.7,175.8,2.1,47.8,67.3,69.6,57.4,238.6,59.6,187.3,8.4,0.7,313.8,13.3,71,36.9,24.5,0.9,30.4,347.2,45,7.5,109.1,7.9,16.4,23.8,29.6
JUN,2001,370.7,277.2,399.8,224.4,339.4,117.2,930,255.5,100.2,229,384.2,216.9,117.2,153.8,121.7,324.7,715.3,540.1,283.9,157.9,148.7,478,60.9,336.1,93.8,24,172.9,127.2,472.2,39.9,183.9,297.3,338.6,203.6,48.6,164.4
JUL,2001,341.3,302.6,451.1,224.7,630.6,123,926.9,468.4,271.4,294,269.3,320,145.2,239.5,243.9,354.6,598.5,873.4,198.9,179.3,56.7,322.6,62.1,584.2,173.9,70.1,191.1,168.2,399,37.2,123.8,493,202,269.2,122.9,282
AUG,2001,469,279.9,295.6,225.9,380.3,170.7,654.4,243.9,126.4,185.9,248.7,256.8,103.5,202.3,126.7,219.4,361.3,611.3,144.3,160.9,255.8,263,108.8,380.9,69.5,95.8,116.9,152,424.5,18.7,266.8,371.7,359.8,198.9,68.7,122.1
SEP,2001,334.4,288.1,266.8,274.8,108.4,187.2,151.8,50.4,7.7,152.1,205.9,17.8,10.3,26.9,53.9,132.8,216.8,207.9,213.5,137.3,83.5,269,187.1,132,19.9,195.5,20.6,189.9,434.9,53.8,119.9,68.3,37.4,27.5,2.8,26.7
OCT,2001,267.6,173.8,201.4,181.3,86.9,196,169.7,110,9.2,75.3,163.6,28.9,11.1,5,12.7,115.5,319.6,91.6,105.2,125.5,170.5,266.4,137.5,86.8,1.5,352.5,7.6,122.7,282.8,69.5,135.6,6.3,129.2,62.2,7.3,16.3
NOV,2001,222.6,19.3,20.5,0.5,4.6,78,48.6,1,0,2.8,8.8,0.2,0.1,20.8,51.6,0.2,181,3.1,101.5,5.7,0.8,65.4,2.5,18.7,0.9,41.7,0,40,36.6,52.3,17.4,1.4,4.7,0,0,1.1
DEC,2001,91.8,14.9,2.3,0,0,4.1,0.6,0,5.8,0,0,0,0.2,37.3,26.4,0,10.1,0,16.6,0.5,0,0.2,1.4,0,3.8,38.1,0,2.1,5.9,27.6,0,15.1,0,0,0,0.1
JAN,2002,10.6,74.2,20.2,13.4,41.5,28,0.6,1.8,1.6,15,26.3,4.1,11.6,66.7,58.7,9,4.7,0,10.8,1.7,5.5,18.6,3.8,11.7,2.4,25.6,0,2,30.1,2.9,18.8,53.8,2.4,0.4,0.3,16.8
FEB,2002,0,37.2,5.7,11.3,4.9,0,11.2,29.6,11,26.1,1.5,0,31.1,136.5,101.2,5.4,8.7,0,16.8,3.1,4.1,3.9,7.9,0.2,6.6,3.2,0,11.4,10,22.1,10.1,123.2,4,19.7,2.6,37.6
MAR,2002,11.5,126.3,83.3,2.2,12.2,7.3,0.5,1.2,0.1,0.6,26.6,0.1,9,136.9,105.5,10.7,35.7,0.1,7.2,1,0.7,62.7,0.3,13.1,6.8,7.7,0,2.3,95.6,3.9,7.6,100,1.1,1.5,1,2
APR,2002,100.2,248.2,279.9,25,3.3,34.8,30.9,0.2,1.2,2.5,77.4,0,1.1,124,86.3,11.5,117.3,2.8,23.4,13,6.1,143.8,14.7,25.1,3.3,17.5,0,20.6,237.1,9.2,7.7,76.3,2.9,1.7,1.4,0.7
MAY,2002,366.7,197.1,286.9,74.8,32.1,35,164,5.2,8.6,29.2,114.1,0,52,27,33,38.7,330.8,9.4,189.8,14.4,8.5,438.7,40.6,67.5,20.8,55,0,77.2,181.7,32.6,32,82.3,8.2,3.9,11.2,21.5
JUN,2002,358.3,396.8,502.5,116.6,196.3,115.2,764.5,93.5,71.4,50.6,347.7,234.2,21.2,56.1,94.2,184.9,503.1,942,261.8,251.9,241.8,351.6,108.2,182.4,24.7,90.8,166.4,131.9,407.2,23.7,143.2,139.6,301.1,138.9,26.9,29
JUL,2002,317.4,604,565.1,386.1,138.4,74.7,545.7,84.7,13.5,101.7,281.6,45.8,19.4,81.8,78.7,186.8,318.7,452.8,81.3,95.6,58.2,462.2,54.7,170.2,50.4,42.9,8,92.6,743.3,11.8,91.7,205.7,88.1,46.9,2.4,29.6
AUG,2002,429.8,290.7,312.5,247.7,352.4,173.5,731.3,491.8,130.6,212.1,289.3,238.5,78.2,225.6,217.4,277.4,438.2,834.5,143.9,221.5,223.6,358.4,118.2,371.2,58.4,69.8,117.5,155.1,406.6,26.5,321.7,465.4,352.5,317.7,17.2,252.3
SEP,2002,420,257.9,209.7,192.8,122.3,71.7,163.5,192.1,41.2,226.7,326.4,113.7,123,123.1,97.9,253.4,99,217.1,50,95.8,122.4,225.7,52.2,206.5,95,78.2,15.1,74.9,340.1,32.2,52.4,301.3,128.6,141,20.6,218.1
OCT,2002,169,94,49.5,33.8,57.8,148.7,360,43.1,0.8,20.6,71.5,0.6,1.9,8.2,15.2,55,511.7,75.3,178.2,36.3,46.4,98.9,126.4,47.1,2.6,167.5,0.2,168.4,75.7,93.7,76.2,19.9,35.2,5.9,0.1,6.7
NOV,2002,306.7,45,69.4,1.4,13.3,14.3,20.7,5.6,0.8,1.4,50.9,0.1,0,0.7,0.7,1.3,137.5,3,52.9,5.9,4.8,71.9,3.4,7.8,0,44.2,0.2,18.8,8.7,47.2,3.9,3,1.9,5.9,2.5,0.4
DEC,2002,129.9,17.9,7.9,0.7,15.9,0,0.3,1.2,4.5,2.7,0.1,0.1,8.8,3.9,14.6,0.8,2.1,0.3,17.4,0,0,6,0,0,3.7,12.9,0.6,0.6,10.8,12.2,0,4.2,0.1,0.8,6,10.5
JAN,2003,44.3,22.9,9.5,13.2,3.7,6.2,0.1,0.7,4.1,13.8,0.5,0,14.7,39.5,26.9,3.3,0.7,0.5,11.8,0.8,2.1,3.8,0.3,0.1,10.6,0,0,0.1,17,0.3,0,40.7,0,1.1,2.5,18.6
FEB,2003,7.9,83.2,41.5,39.7,17.7,19.4,3.6,59.6,21.4,36.9,11.7,6.1,29.9,116.6,267.2,30.5,50.9,0.6,18.2,2.2,1.3,11.5,1.5,16.2,56.4,1.3,0.4,4.2,79.2,4.1,10.7,126,4.4,21.1,21.2,40.4
MAR,2003,149.2,109.6,96.9,10.2,12.1,40.7,8.4,2.2,0.5,2.6,70,0.1,4,113,170.9,33.6,82.1,0.8,28.5,1.5,2.3,78,15.2,21.6,19.4,26.1,0,20.1,90.1,18,21.9,99.7,3.6,0.1,0.8,2.5
APR,2003,19.4,182,213.8,21.9,2.6,19.4,37.3,1,0.2,8.8,36.3,0,1.8,52.9,117.5,17.9,134.4,1.2,18.1,5.7,4.9,158.9,24.9,24.7,3,15,0,36.4,171.4,17.1,14,54.1,2.7,1,0.4,4.4
MAY,2003,296.3,173.5,235.8,41.4,0.7,12.2,10.2,0.4,3.5,2,81.9,0,7.5,35.9,111.3,21.5,91,11.2,109.6,15.1,28.5,265.6,3.5,22.6,3.9,4.1,0,9.6,211.7,19.8,7.9,67.1,3,0.3,1.8,5.9
JUN,2003,159.9,424.3,551.4,230.9,128.7,104,973.8,119.9,76.6,124.9,280.5,209.3,26.6,61.4,41,152.4,566.7,865.3,364.5,210.8,117.6,590.9,66.9,178.9,40.7,57.4,68.2,118.2,516.6,22.5,112.6,145.2,140.2,128.7,45.2,74.1
JUL,2003,494.9,645.3,481.2,356.8,446.6,241.7,970.6,366.8,245.8,255.2,253.4,518.7,277.6,187.7,136,247.5,532,1013.9,400.6,208.7,255.9,262.4,94.4,367.5,136.7,183.4,402.2,162.5,703,38.7,312.2,515.3,401,307.5,188.4,315.6
AUG,2003,379.4,327.2,290.7,310.6,519.7,158.3,637.5,370.2,178.5,301.4,239.3,314.6,165.3,228.7,185.5,245.1,350.3,593.7,92.1,178.4,183.9,281.7,104,425.1,94.7,116.4,190.7,152.2,354,49.3,266.5,416.2,280.9,228,93.6,214.2
SEP,2003,371.9,259.9,250,183.9,384.1,130.2,236,493.3,93.6,333.8,155,109.5,58.9,135.5,126.1,224,93.6,298.7,84.3,116.2,95.7,288.4,64.3,264.3,52.2,124.9,21.7,51.9,321.4,26.1,103.2,239.9,138,254.9,13.9,356.6
OCT,2003,310.4,182.6,231.8,142,157.6,252.3,183.7,20.5,0.1,7.6,341.5,1.9,0,0.3,13.3,255.5,407,54.4,191.6,29.5,22.1,175.1,92.1,287.4,0,175.5,3,192.4,223,86,101.7,1.8,42.6,0.9,0.2,0.7
NOV,2003,74.1,25,13,0.2,5.8,11.5,10.7,0.5,0,0,8.9,0,0.1,22.5,33.7,6.2,76.4,1.9,206.1,3.5,4.9,5.1,4.2,11,2.2,11.7,0,11.5,16.4,59.5,7.3,4.8,0.8,0.2,0,0.8
DEC,2003,48,16.2,18.6,3,14.9,101.1,0,2.9,2.3,9.3,17.7,0,11,40.4,81.7,7.4,9.7,0,7.5,0.1,0.8,40.9,2.2,28.8,5,9.6,0,3.6,19.2,7.1,5.3,23.6,1.3,2.5,0.1,13.6
JAN,2004,54.5,38,15.3,22.7,37.8,24,0,19.8,2.5,22.8,3.3,0,25.4,86.2,176,5.5,2.4,0,7.2,0.1,1.2,4.8,2.6,6.8,32.4,10.2,0.2,9.1,19.9,2.8,34.4,58.5,10.3,16.8,2.4,20.6
FEB,2004,35.9,39.1,19.5,2.1,16.7,11.4,0,0.4,0,1.8,1.6,0,0.3,43,70.6,2.7,8.1,0,1.5,0.1,0.4,2.7,2.7,8,5.7,4.3,0,12.8,11.5,0.7,17.9,11.7,5.5,0,0,0.7
MAR,2004,36.5,175.5,72.8,2.2,3.1,11.6,6.3,0,0,0,14.9,0,0,5.9,21.2,3.1,37.9,0,1.9,0,5.5,11,1.6,6.4,0,12.9,0,16.4,40.5,3,9.3,0,0.6,0,0,0
APR,2004,41.6,210.2,340.8,32,21.2,40.1,24.7,1.7,2.2,8.7,62.8,0,18.1,54.7,118.9,41,113.2,10.4,7.7,4.7,1.9,341.5,29.9,49.2,15.5,35.1,0,62.2,163.5,16.2,25.9,51.5,3.5,0.4,4.8,20
MAY,2004,505.1,298.7,342.2,72.7,6.8,57.6,329.2,3.9,9.3,25.8,72.9,4.4,40.7,57.6,87.5,31.1,610.9,46.9,330.2,49,30.4,211,93.8,29.7,27.2,149.7,13.6,180.2,287.5,101.1,34.6,66,12.2,4.8,6,21.7
JUN,2004,423.9,402.9,397.9,246.8,213.1,152.8,805.8,208.1,52.8,161,287.5,135.5,52.5,76.1,95.2,184.4,673.4,678.6,251.2,215.9,100,449.2,106.1,216.4,48.8,39.8,95,196.6,489.5,21.2,64.6,130.7,137.9,83.7,33.5,59.3
JUL,2004,378.9,654.3,848.4,418.4,323.1,192.1,718.1,203.1,105.8,219.5,250.7,238.2,19.9,141.3,118,200.7,385.4,902.3,280.8,174.2,201.7,558.6,111.7,328,52.1,122.9,90,191.7,739.5,98.6,216.7,400.9,217.7,218,26.9,124.2
